,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
MX,0.6212722017520258,0.6547153782253818,0.6958199118878206,0.7184067725590001,0.7170483323492001,0.771405430010247,0.7836563670293215,0.7962604183956596,0.7944672428838145,0.8081675916099128,0.8554517020379983,0.8840579942919975,0.8891331988954341,0.901933932224946,0.843329151280748,0.8898536761220186,0.9171384681483178,0.9078087065341527,0.8966950925343669,0.9014905955281426,0.8830426555084968,0.9141694556434571,0.9649987827719095,0.9672037333589362,1.0
NL,0.7705851460437579,0.9576093478516998,0.9415324688674476,0.9645266149362653,0.9270009343187311,0.9656285998211009,0.9642801407602137,0.9886954129199983,0.9883212023106767,1.0,0.9608873905379808,0.91393807386429,0.900167998037326,0.881580114663053,0.9037106575555696,0.9140483834987573,0.8936708139935474,0.858725310196529,0.8756098608323283,0.8767900093366574,0.9238211978116986,0.898718540510551,0.8903126451267372,0.9011887906496153,0.8624726284580166
NO,0.9735973593646109,0.8180659731360727,0.8637561472979638,0.8767654143412181,0.8324201785720875,0.8910786523414604,0.8923376723946673,0.9141598687893921,0.8794653589305457,0.9362986100323692,0.9056260009317272,0.9228660457773831,0.9749845416720011,1.0,0.9184707325291384,0.958584207382436,0.9631826808429345,0.9284670306144361,0.9595878265809918,0.9310863572249174,0.9062333762284052,0.873656046024082,0.8636864408511994,0.8932231592919729,0.8776173618488846
PL,0.8269248279760313,1.0,0.9087403618653302,0.8858471587902064,0.8284253314990271,0.897052650301119,0.8751308739899348,0.8626503591592154,0.875107502143775,0.8501112309412673,0.8780811479630697,0.860231247224158,0.8679601147728399,0.8695579699769602,0.8330025009414209,0.8674255429038875,0.892499471566354,0.865032707065739,0.862826691694128,0.8426973979330776,0.8525955623539387,0.8824546020638451,0.9259816446196738,0.9343396092188841,0.9244681632215369
PT,0.9983103958972452,0.8235461666481841,0.8072672386499419,0.8296256045676191,0.9005834732720128,0.8898914211120649,0.9242645057117286,0.9643198920984218,0.9153909559525012,0.9525559476064241,1.0,0.9624923646325239,0.9456659644311394,0.9599721144057393,0.8958632967696617,0.8669878656900306,0.8856835973065326,0.8285511761261617,0.8323033393471525,0.8191093950939103,0.8418435404690285,0.8288014199477175,0.86421182931144,0.8675257999599769,0.8191338501951125
RO,1.0,0.944140002148266,0.9220470368194768,0.8492945193148862,0.7395418128572615,0.7495589100294018,0.7826099806126317,0.7985522661152962,0.8139346998908578,0.8576120656663997,0.8575236949838224,0.9588023717364559,0.9184219835293096,0.8977694575901963,0.7782456932872295,0.7639506083098164,0.7882224758637882,0.7469603533162231,0.6839117838995776,0.6643379587648057,0.6692940633676145,0.6862468438940967,0.7628476225914439,0.8300088352670439,0.7643323473083097
RU,1.0,0.726464387573251,0.6753596038179356,0.6410230086578178,0.6086357429479157,0.6172320011774803,0.6049983247775191,0.6349923268194531,0.6550671779323288,0.6517847325442149,0.6524698824704637,0.6693258521576302,0.6637105100174212,0.6739277153299881,0.6202465443686435,0.6766023420963034,0.6936452730583892,0.7154585487442762,0.7037802667435329,0.6706403939008664,0.6504611110164231,0.6578315374772429,0.6615349325988329,0.6965604926410952,0.7103636179418629
SE,0.784473642950778,0.9312669846921785,0.9595680888614437,0.9587237005065272,0.9444939197320771,1.0,0.9489781644006487,0.8638137058395792,0.8821797499927577,0.883495715869684,0.8820979671558558,0.8925256845585707,0.873669412361493,0.85930074123427,0.7614992341613939,0.8512105435729568,0.8393759332422583,0.8312055066392761,0.8221626123606222,0.7911301374407578,0.7646761467006511,0.7714532128094995,0.7415236476394986,0.7418823564434088,0.7191950981300501
SI,0.8966452288885808,0.9011997331923359,0.8132097841546287,0.8512671266109606,0.846178736463072,0.8965988455933747,0.8626758253031993,0.8735491139554825,0.8743438293796775,0.9493326559579724,0.9814278038851857,0.980921096299115,0.9683452535612355,0.9918527065141516,0.9056449038894592,0.9129495666684775,1.0,0.9459194701691597,0.8914776246110871,0.8092644654566334,0.8265598466994099,0.7994996804117809,0.8152021157701093,0.8690455511984067,0.8565417159220006
SK,0.8083054838016807,0.6987647851388741,0.8377008620662773,0.7775104646493171,0.7387144149336916,0.8698901345882368,0.8165466775879323,0.8600912740080219,0.8782621034851349,0.8646253261244022,0.9770958955070063,1.0,0.8971742331727471,0.9624995364127339,0.8196926766168061,0.8445689267650273,0.8200070492253406,0.7696911351759179,0.7904209851522402,0.7709873574781869,0.7696946227415594,0.7423898990657039,0.7809808222392423,0.825630206098709,0.7929381490080797
TR,0.459091435351992,0.6169509613988917,0.5451424635198152,0.5530168578561265,0.5675606802091179,0.5971322964725181,0.5459312914562785,0.5687019478540011,0.5932075518137707,0.6051366143312472,0.6401129528001801,0.6786460710685318,0.7347568748501002,0.7441476872532572,0.7242912287674953,0.7897919984298614,0.8266161363385576,0.8488942133824428,0.8458334445353048,0.848665715274363,0.8641543545064823,0.9355240387048868,1.0,0.9565342255223713,0.9539305304243157
TW,0.7834964714419844,0.8002175181647069,0.8318523195195068,0.8364392481512921,0.8208949492773294,0.9310944245514378,0.8846669868048267,0.9032267192898198,0.8999115280851742,0.9966909150867348,0.979247868517624,0.9538332338628778,0.9370756529546235,1.0,0.8334835398866506,0.9797846689971301,0.9395255261933466,0.9525350176804315,0.9226477067883385,0.9149184199236082,0.9103701367133709,0.9459243148200717,0.9787823489578413,0.9855482398060983,0.9978557564672543
US,0.7870798899469607,0.8465058192335526,0.8714527030718072,0.8904942576033312,0.8816345370558233,0.945955349395013,0.9341675831112913,0.9451382770269001,0.9475121578387389,0.9767544792246352,1.0,0.9899053406260034,0.9795863830344538,0.9626289064570818,0.909087198824799,0.9338806519839047,0.9299482279001009,0.8960730582799393,0.8862494556627817,0.9083914061545545,0.8803749405270754,0.8725185060756013,0.8893486131573961,0.9085176812928574,0.8820123459057757
WA,0.5710909749573918,0.543951818593673,0.5754136642108639,0.5455532023781696,0.5585982926129661,0.5733855190916594,0.558369208038296,0.6011611953599163,0.6279899955025398,0.6545469427470338,0.6899564290845519,0.6890794438219343,0.6713786718501089,0.7159855765586015,0.7092063129818499,0.7562225599922481,0.773554902825315,0.8120192170854296,0.8644499119144002,0.8541080494734961,0.8565017076101552,0.8734995890109161,0.9020604099555848,0.949531183810816,1.0
WE,1.0,0.8358598985052949,0.9389598366758557,0.8695750443255414,0.7794310616841577,0.7804405665574422,0.8322726702112007,0.8644331927990717,0.8946929746564984,0.8775574234871995,0.8679353410185763,0.8313658665942754,0.8635131014245934,0.955846348665089,0.8389248242376444,0.8911951033589537,0.9692253301898662,0.9477398402116353,0.9200940654662892,0.8171996655440329,0.7319410780400585,0.7186900094927771,0.7666990591272189,0.8256668927021062,0.8444484396113928
WF,0.628590097280005,0.5634825757893515,0.5575177147557963,0.5409286551008353,0.5549134447296163,0.5628867000088497,0.5790662259765421,0.5929089653981375,0.6213747976513622,0.6190944795623735,0.6512707003655122,0.6488105194868156,0.6764224447901983,0.710809327903322,0.7117186638645713,0.761397746264489,0.7776060440430465,0.8044252955847654,0.8262962461915391,0.836865721803689,0.8589303681917146,0.868341551520578,0.8975122429654139,0.9437252720329341,1.0
WL,0.5953615750253219,0.6373237511238559,0.6912964559384379,0.6622865302431079,0.6877386992540826,0.7047509904209529,0.7190524689508322,0.7020235194740213,0.705512401428849,0.7267675239979401,0.7538395980257981,0.7725861002637688,0.7958576518531217,0.8432430099584546,0.8419110137109291,0.8835643525643104,0.8939688083349334,0.9373205311039371,0.9423938700223284,0.9514207431752795,1.0,0.9702031738027974,0.9527051212448168,0.8994952686894268,0.8798910719213113
WM,0.5125869103571377,0.44845094686065906,0.4755038911825776,0.46858284211106127,0.4846371874574946,0.5097729903143976,0.5310244681859009,0.545581656089589,0.5609066626972437,0.6000704239467881,0.6355531922923285,0.6686598329517097,0.6822513534344444,0.7404754281892467,0.7621511165519944,0.7896763379051629,0.8120751636037334,0.858485167089897,0.8796567954150618,0.9098801024747502,0.9187632855724145,0.9198850644849932,0.9529217093152347,1.0,0.9790243369755836
ZA,0.6428971757266129,0.6377066735074209,0.6748597312083894,0.6772346921930399,0.6678446475326593,0.6891784730076214,0.6761046489852027,0.6976679242583348,0.7309508207540684,0.7917103832636329,0.7999286947185303,0.8221446671918881,0.8039626903453426,0.8478729895039284,0.8541656156294893,0.8790906167402364,0.8384832935516939,0.8652736039386786,0.899470136854159,0.9421546354842657,0.9067069535719371,0.8923138465399096,0.976040764951632,1.0,0.989770001869188
